Country.x,State.Region,City,Meetup,Twitter,Email,Facebook,Instagram,Periscope,Youtube,GitHub,Website,Slack,Organizers,Status,Country.y,City.y,Region.x,Population.x,Latitude.x,Longitude.x,Country.x.x,City.y.y,Region.y,Population.y,Latitude.y,Longitude.y,Country.y.y,City.y.y.y,Region,Population,Latitude,Longitude
Nigeria,NA,Ilorin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Waliyat Olaide Oloyede,Prospective,ng,ilorin,30,814246,8.5,4.55,ng,ilorin,30,814246,8.5,4.55,ng,ilorin,30,814246,8.5,4.55
Nigeria,NA,Lagos,https://www.meetup.com/rladies-lagos/,NA,lagos@rladies.org,NA,NA,NA,NA,NA,NA,NA,Alimi Eyitayo,Active,ao,lagos,07,NA,-16.05,16.583333,ao,lagos,07,NA,-16.05,16.583333,ao,lagos,07,NA,-16.05,16.583333
Norway,NA,Bergen,https://www.meetup.com/rladies-bergen,NA,bergen@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_bergen,NA,NA,"Jonelle Dickow Villar, Julia Romanowska, Astrid Lunde",Active,at,bergen,03,NA,48.916667,15.133332999999999,at,bergen,03,NA,48.916667,15.133332999999999,at,bergen,03,NA,48.916667,15.133332999999999
Norway,NA,Oslo,https://www.meetup.com/rladies-oslo/,https://twitter.com/RLadies_Oslo,oslo@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_oslo,NA,NA,"Anne Claire Fouilloux, Athanasia Monika Mowinckel, Lene Norderhaug Drosdal, Aurora Voje, Isabelle Valette",Active,no,oslo,12,808690,59.916667000000004,10.75,no,oslo,12,808690,59.916667000000004,10.75,no,oslo,12,808690,59.916667000000004,10.75
Oman,NA,Masqat,https://www.meetup.com/rladies-masqat,NA,masqat@rladies.org,NA,NA,NA,NA,NA,NA,NA,Noora Said,Active,om,masqat,06,NA,23.6133333,58.5933333,om,masqat,06,NA,23.6133333,58.5933333,om,masqat,06,NA,23.6133333,58.5933333
Paraguay,NA,Asunción,NA,NA,asuncion@rladies.org,NA,NA,NA,NA,NA,NA,NA,Flavia Sacco,Prospective,bo,asuncion,02,NA,-16.8833333,-65.1166667,bo,asuncion,02,NA,-16.8833333,-65.1166667,bo,asuncion,02,NA,-16.8833333,-65.1166667
Peru,NA,Lima,https://www.meetup.com/rladies-lima/,https://twitter.com/RLadiesLima,lima@rladies.org,https://www.facebook.com/RLadiesLima,NA,NA,NA,https://github.com/rladies/meetup-presentations_lima,NA,r-ladieslima.slack.com,"Ivonne Rentería, Vilma Romero, Evelyn Gutierrez, Yuriko Sosa, Sherly Tarazona, Luisa Quispe",Active,ao,lima,12,NA,-9.292502,16.171227,ao,lima,12,NA,-9.292502,16.171227,ao,lima,12,NA,-9.292502,16.171227
Philippines,NA,Manila,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ma. Regina Justina E. Estuar,Prospective,co,manila,32,NA,5.23839,-72.678678,co,manila,32,NA,5.23839,-72.678678,co,manila,32,NA,5.23839,-72.678678
Poland,NA,Lodz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lidia Lipi_ska,Prospective,pl,lodz,74,NA,51.75,19.466667,pl,lodz,74,NA,51.75,19.466667,pl,lodz,74,NA,51.75,19.466667
Poland,NA,Warsaw,http://www.meetup.com/Spotkania-Entuzjastow-R-Warsaw-R-Users-Group-Meetup/,NA,warsaw@rladies.org,https://www.facebook.com/RLadiesWarsaw/,NA,NA,NA,https://github.com/rladies/meetup-presentations_warsaw,NA,NA,"Olga Mierzwa-Sulima, Natalia Potocka, Alicja Gosiewska, Anna Kozak, Katarzyna Woznica",Active,jm,warsaw,07,NA,18.1333333,-76.55,jm,warsaw,07,NA,18.1333333,-76.55,jm,warsaw,07,NA,18.1333333,-76.55
Portugal,NA,Lisbon,https://www.meetup.com/rladies-lisboa/,https://twitter.com/RLadiesLx,lisbon@rladies.org,https://www.facebook.com/RLadiesLisboa,NA,NA,NA,https://github.com/rladies/meetup-presentations_lisbon,NA,NA,"Andreia Carlos, Carolina Frias",Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romania,NA,Bucharest,https://www.meetup.com/rladies-bucharest/,https://twitter.com/rladiesbuchares,bucuresti@rladies.org,https://www.facebook.com/RLadiesBucharest,NA,NA,NA,https://github.com/rladies/meetup-presentations_bucharest,https://www.rladiesbucharest.org/,https://rladiesbucharest.slack.com,Ines Teaca,Active,ro,bucharest,10,1877155,44.433333000000005,26.1,ro,bucharest,10,1877155,44.433333000000005,26.1,ro,bucharest,10,1877155,44.433333000000005,26.1
Russia,NA,St. Petersburg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alina Bakhitova,Prospective,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,NA,Alkhobar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sarah Alduayj,Prospective,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,NA,Riyadh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Faten Alamri,Prospective,iq,riyadh,13,NA,35.3,43.9166667,iq,riyadh,13,NA,35.3,43.9166667,iq,riyadh,13,NA,35.3,43.9166667
Serbia,NA,Belgrade,https://www.meetup.com/rladies-belgrade/,https://twitter.com/RLadiesBelgrade,belgrade@rladies.org,NA,NA,NA,NA,NA,NA,NA,"Nadica Miljkovic, Vesna Oro, Tatjana Kecojević",Active,be,belgrade,07,NA,50.466667,4.8333330000000005,be,belgrade,07,NA,50.466667,4.8333330000000005,be,belgrade,07,NA,50.466667,4.8333330000000005
Serbia,NA,Nis,https://www.meetup.com/rladies-nis/,NA,nis@rladies.org,NA,NA,NA,NA,NA,NA,NA,"Marija Veljković, Andjela Todorović",Active,ir,nis,15,NA,32.216667,48.35,ir,nis,15,NA,32.216667,48.35,ir,nis,15,NA,32.216667,48.35
Serbia,NA,Novi Sad,https://www.meetup.com/rladies-novi-sad/,NA,novisad@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_novi-sad,NA,NA,"Katica Ristic, Tatjana Kecojević, Olivera Grljević,Maja Pokusevski, Ranka Medenica Todorović, Milena Kresoja",Active,rs,novi sad,02,194405,45.251667,19.836944,rs,novi sad,02,194405,45.251667,19.836944,rs,novi sad,02,194405,45.251667,19.836944
South Africa,NA,Cape Town,https://www.meetup.com/rladies-cape-town/,https://twitter.com/RLadiesCapeTown,capetown@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_capetown,NA,NA,Theoni Photopoulou,Active,za,cape town,11,3433504,-33.925839,18.423218,za,cape town,11,3433504,-33.925839,18.423218,za,cape town,11,3433504,-33.925839,18.423218
South Africa,NA,Durban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitya Manjari Dasi, Deveshnie Mudaly",Prospective,fr,durban,A9,NA,42.994896000000004,2.8157389999999998,fr,durban,A9,NA,42.994896000000004,2.8157389999999998,fr,durban,A9,NA,42.994896000000004,2.8157389999999998
South Africa,NA,Johannesburg,https://www.meetup.com/rladies-johannesburg/,https://twitter.com/RLadiesJozi,jozi@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_jozi,NA,NA,"Vebashini Naidoo, Retha Langa",Active,sr,johannesburg,11,NA,5.9,-55.05,sr,johannesburg,11,NA,5.9,-55.05,sr,johannesburg,11,NA,5.9,-55.05
Spain,NA,Barcelona,http://www.meetup.com/rladies-barcelona/,https://twitter.com/RLadiesBCN,bcn@rladies.org,NA,NA,https://www.periscope.tv/RLadiesBCN,NA,https://github.com/rladies/meetup-presentations_barcelona,NA,NA,"Ania Alay, Mireia Ramos, Natalia Vilor,Sarah Bonnin",Active,aw,barcelona,00,NA,12.516666699999998,-70.0166667,aw,barcelona,00,NA,12.516666699999998,-70.0166667,aw,barcelona,00,NA,12.516666699999998,-70.0166667
Spain,NA,Bilbao,https://www.meetup.com/rladies-bilbao/,https://twitter.com/RLadiesBIO,bilbao@rladies.org,NA,NA,NA,NA,NA,NA,NA,"Diana Marcela Perez Valencia, Lore Zumeta Olaskoaga, Maria Xose Rodriguez Alvarez, Amaia Abanda Elustondo, Leire Citores Martinez, Amaia Iparragirre, Ainhoa Ochoa",Active,co,bilbao,28,NA,3.2748049999999997,-75.746765,co,bilbao,28,NA,3.2748049999999997,-75.746765,co,bilbao,28,NA,3.2748049999999997,-75.746765
Spain,NA,Madrid,https://www.meetup.com/rladies-madrid/,https://twitter.com/RLadiesMAD,madrid@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_madrid,NA,NA,"Bea Hernández, Inés Huertas, Leticia Martín-Fuertes, Elen Irazabal",Active,co,madrid,33,50438,4.732444999999999,-74.26419200000001,co,madrid,33,50438,4.732444999999999,-74.26419200000001,co,madrid,33,50438,4.732444999999999,-74.26419200000001
Spain,NA,Salamanca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ana Nieto Librero,Prospective,ar,salamanca,17,NA,-26.2,-64.783333,ar,salamanca,17,NA,-26.2,-64.783333,ar,salamanca,17,NA,-26.2,-64.783333
Spain,NA,Sevilla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ana Magdalena Vargas Martinez,Prospective,co,sevilla,02,NA,5.816667,-75.9,co,sevilla,02,NA,5.816667,-75.9,co,sevilla,02,NA,5.816667,-75.9
Spain,NA,Valencia,https://www.meetup.com/rladies-valencia/,https://twitter.com/RLadiesValencia,valencia@rladies.org,NA,NA,NA,NA,NA,NA,NA,Lidia Contreras,Retired on 29-09-2019,bo,valencia,04,NA,-16.6666667,-68.0333333,bo,valencia,04,NA,-16.6666667,-68.0333333,bo,valencia,04,NA,-16.6666667,-68.0333333
Sri Lanka,NA,Colombo,https://www.meetup.com/rladies-colombo/,NA,colombo@rladies.org,NA,NA,NA,NA,https://github.com/rladiescolombo,https://rladiescolombo.netlify.com/,NA,"Dilini Talagala, Thiyanga Talagala",Active,br,colombo,18,217002,-25.283333,-49.233333,br,colombo,18,217002,-25.283333,-49.233333,br,colombo,18,217002,-25.283333,-49.233333
Sudan,NA,Al-Khartum,https://www.meetup.com/rladies-al-khartum,NA,al-khartum@rladies.org,NA,NA,NA,NA,NA,NA,NA,"Sarah Abdelaziz, Rana Ahmed",Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,NA,Goteborg,https://www.meetup.com/rladies-goteborg,NA,goteborg@rladies.org,NA,NA,NA,NA,NA,NA,NA,"Erica Metheney, Natalia Alvarado",Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,NA,Stockholm,https://www.meetup.com/rladies-stockholm/,https://twitter.com/RLadiesSthlm,stockholm@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_stockholm,NA,NA,"Elisabeth Dahlqwist, Nina Lindell, Maya Alsheh Ali, Aminata Ndiaye, Ana Turk, Nissa Ferm, Ashley Thompson",Active,se,stockholm,07,NA,61.883056,13.75,se,stockholm,07,NA,61.883056,13.75,se,stockholm,07,NA,61.883056,13.75
Switzerland,NA,Lausanne,https://www.meetup.com/rladies-lausanne/,https://twitter.com/RLadiesLausanne,rladieslausanne@gmail.com,https://www.facebook.com/RLadiesLausanne/,NA,NA,NA,https://github.com/rladies/meetup-presentations_lausanne,https://rladieslausanne.github.io/,NA,"Andrea Komljenovic, Ninon Mounier, Sarvenaz Choobdar, Sina Rüeger, Liza Darrous",Active,ch,lausanne,23,118015,46.533333,6.6666669999999995,ch,lausanne,23,118015,46.533333,6.6666669999999995,ch,lausanne,23,118015,46.533333,6.6666669999999995
Switzerland,NA,Zurich,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lisa-Christina Winter,Prospective,ch,zurich,25,346185,47.366667,8.55,ch,zurich,25,346185,47.366667,8.55,ch,zurich,25,346185,47.366667,8.55
Taiwan,NA,Taipei,https://www.meetup.com/rladies-taipei/,NA,taipei@rladies.org,https://www.facebook.com/groups/twrladies,NA,NA,NA,https://github.com/rladies/meetup-presentations_taipei,NA,NA,"Juyin Tang, Chiayi Yen, Ning Chen",Active,cn,taipei,04,NA,34.7,119.233333,cn,taipei,04,NA,34.7,119.233333,cn,taipei,04,NA,34.7,119.233333
Tunisia,NA,Tunis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hédia Tnani,Prospective,eg,tunis,24,NA,26.616666700000003,31.683333299999997,eg,tunis,24,NA,26.616666700000003,31.683333299999997,eg,tunis,24,NA,26.616666700000003,31.683333299999997
Turkey,NA,Ankara,https://www.meetup.com/rladies-ankara/,NA,ankara@rladies.org,NA,NA,NA,NA,NA,NA,NA,Mubina Ipek,Active,ge,ankara,39,NA,42.55,43.4,ge,ankara,39,NA,42.55,43.4,ge,ankara,39,NA,42.55,43.4
Turkey,NA,Eskisehir,https://www.meetup.com/rladies-eskisehir,https://twitter.com/RLadiesEskisehR,eskisehir@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_eskisehir,NA,NA,Betül KAN KILINÇ,Active,tr,eskisehir,26,515155,39.776666999999996,30.520556,tr,eskisehir,26,515155,39.776666999999996,30.520556,tr,eskisehir,26,515155,39.776666999999996,30.520556
Turkey,NA,Istanbul,https://www.meetup.com/rladies-istanbul/,https://twitter.com/RLadiesIstanbul,istanbul@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_istanbul,NA,NA,Hazel Kavili,Active,tr,istanbul,34,9797536,41.018611,28.964722,tr,istanbul,34,9797536,41.018611,28.964722,tr,istanbul,34,9797536,41.018611,28.964722
Turkey,NA,Izmir,https://www.meetup.com/rladies-izmir/,https://twitter.com/RLadiesIzmir,izmir@rladies.org,NA,NA,NA,NA,NA,NA,NA,Necla Kayaalp,Active,tr,izmir,35,2501895,38.412726,27.138376,tr,izmir,35,2501895,38.412726,27.138376,tr,izmir,35,2501895,38.412726,27.138376
Turkey,NA,Karabük,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cansu Uzunsimsek,Prospective,tr,karabuk,05,NA,40.73762,36.178234,tr,karabuk,05,NA,40.73762,36.178234,tr,karabuk,05,NA,40.73762,36.178234
Turkey,NA,Mersin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gizem Akkuş,Prospective,tr,mersin,32,612540,36.732778,34.644166999999996,tr,mersin,32,612540,36.732778,34.644166999999996,tr,mersin,32,612540,36.732778,34.644166999999996
Uganda,NA,Kampala,NA,https://twitter.com/Rladieskampala,kampala@rladies.org,NA,NA,NA,NA,NA,NA,NA,"Aine Lorna Maria, Shakirah Nakalungi",Prospective,cd,kampala,07,NA,-2.2,27.75,cd,kampala,07,NA,-2.2,27.75,cd,kampala,07,NA,-2.2,27.75
Ukraine,NA,Kyiv,https://www.meetup.com/rladies-kyiv/,NA,kyiv@rladies.org,NA,NA,NA,NA,NA,NA,NA,"Iaroslava Mizai, Tamara Koliada",Active,ua,kyiv,12,NA,50.433333000000005,30.516666999999998,ua,kyiv,12,NA,50.433333000000005,30.516666999999998,ua,kyiv,12,NA,50.433333000000005,30.516666999999998
Ukraine,NA,Lviv,https://www.meetup.com/rladies-lviv/,NA,lviv@rladies.org,NA,NA,NA,NA,NA,NA,NA,Mariia Koliada,Active,ua,lviv,15,NA,49.840661,24.030451,ua,lviv,15,NA,49.840661,24.030451,ua,lviv,15,NA,49.840661,24.030451
United Arab Emirates,NA,Dubai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lakshmi Krishnamurthy,Prospective,ae,dubai,03,1137376,25.258172000000002,55.304717000000004,ae,dubai,03,1137376,25.258172000000002,55.304717000000004,ae,dubai,03,1137376,25.258172000000002,55.304717000000004
United Kingdom,NA,Cambridge,https://www.meetup.com/rladies-cambridge/,https://twitter.com/RLadiesCam,cambridge@rladies.org,NA,NA,NA,NA,NA,http://rladies.org.uk/,NA,Alexia Cardona,Active,au,cambridge,06,NA,-42.833333,147.45,au,cambridge,06,NA,-42.833333,147.45,au,cambridge,06,NA,-42.833333,147.45
United Kingdom,NA,Coventry,https://www.meetup.com/rladies-coventry/,NA,coventry@rladies.org,NA,NA,NA,NA,NA,NA,NA,"Marion Coumel, Sophie Hardy",Active,gb,coventry,C7,308314,52.416667,-1.55,gb,coventry,C7,308314,52.416667,-1.55,gb,coventry,C7,308314,52.416667,-1.55
United Kingdom,NA,Edinburgh,https://www.meetup.com/rladies-edinburgh/,https://twitter.com/RLadiesEdinb,edinburgh@rladies.org,NA,NA,NA,NA,NA,NA,NA,"Karim Rivera, Alicia Forsberg",Active,gb,edinburgh,U8,435794,55.95,-3.2,gb,edinburgh,U8,435794,55.95,-3.2,gb,edinburgh,U8,435794,55.95,-3.2
United Kingdom,NA,Exeter,https://www.meetup.com/rladies-exeter/,NA,exeter@rladies.org,NA,NA,NA,NA,NA,NA,NA,Raluca Popp,Active,au,exeter,02,NA,-34.612831,150.320831,au,exeter,02,NA,-34.612831,150.320831,au,exeter,02,NA,-34.612831,150.320831
United Kingdom,NA,Glasgow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joanna Ferrie, Rebecca Tonner",Prospective,gb,glasgow,V2,610271,55.833332999999996,-4.25,gb,glasgow,V2,610271,55.833332999999996,-4.25,gb,glasgow,V2,610271,55.833332999999996,-4.25
United Kingdom,NA,Lancaster,https://www.meetup.com/rladies-lancaster/,https://twitter.com/RLadiesLancs,lancaster@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_lancaster,NA,NA,Rhian Davies,Active,au,lancaster,07,NA,-36.316666999999995,145.133333,au,lancaster,07,NA,-36.316666999999995,145.133333,au,lancaster,07,NA,-36.316666999999995,145.133333
United Kingdom,NA,Liverpool,https://www.meetup.com/rladies-liverpool/,https://twitter.com/RLadiesLivUK,liverpool@rladies.org,NA,NA,NA,NA,NA,NA,NA,Diana Iserazo,Active,au,liverpool,02,NA,-33.9,150.933333,au,liverpool,02,NA,-33.9,150.933333,au,liverpool,02,NA,-33.9,150.933333
United Kingdom,NA,London,https://www.meetup.com/rladies-london/,https://twitter.com/RLadiesLondon,london@rladies.org,NA,NA,https://www.periscope.tv/RLadiesLondon,NA,https://github.com/rladies/meetup-presentations_london,NA,NA,"Claudia Vitolo, Hannah Frick, Grace Meyer, Kasia Kulma, Agnes Salanki, Emma Vestesson",Active,bz,london,04,NA,17.9833333,-88.4333333,bz,london,04,NA,17.9833333,-88.4333333,bz,london,04,NA,17.9833333,-88.4333333
United Kingdom,NA,Loughborough,https://www.meetup.com/rladies-loughborough/,https://twitter.com/RLadiesLboro,loughborough@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_loughborough,NA,NA,"Theresa Elise Wege, Kerry Rosenthal, Steph Farley",Active,gb,loughborough,H5,59317,52.766667000000005,-1.2,gb,loughborough,H5,59317,52.766667000000005,-1.2,gb,loughborough,H5,59317,52.766667000000005,-1.2
United Kingdom,NA,Manchester,https://www.meetup.com/rladies-manchester/,https://twitter.com/RLadiesManchest,manchester@rladies.org,NA,NA,NA,NA,https://github.com/RLadiesManchester,NA,NA,"Ellen Talbot, Bethan Blakeley",Active,bo,manchester,06,NA,-11.5,-68.0166667,bo,manchester,06,NA,-11.5,-68.0166667,bo,manchester,06,NA,-11.5,-68.0166667
United Kingdom,NA,Newcastle,https://www.meetup.com/rladies-newcastle/,NA,newcastle@rladies.org,NA,NA,NA,NA,NA,NA,NA,"Jessica Ward, Friederike Bolam, Louise Mair, Danielle Turton, Lauren Ackerman, Aoife O'Neill",Active,au,newcastle,02,497961,-32.927792,151.78448500000002,au,newcastle,02,497961,-32.927792,151.78448500000002,au,newcastle,02,497961,-32.927792,151.78448500000002
United Kingdom,NA,Oxford,https://www.meetup.com/rladies-oxford/,NA,oxford@rladies.org,NA,NA,NA,NA,NA,NA,NA,"Punam Amratia, Kasia Kedzierska, Fran Reynolds, Varshita Sher",Active,bb,oxford,07,NA,13.2833333,-59.6,bb,oxford,07,NA,13.2833333,-59.6,bb,oxford,07,NA,13.2833333,-59.6
United Kingdom,NA,Reading,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Emmanuelle Nunes,Prospective,gb,reading,K7,244071,51.433333000000005,-1,gb,reading,K7,244071,51.433333000000005,-1,gb,reading,K7,244071,51.433333000000005,-1
United Kingdom,NA,St. Andrews,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chia Liu,Prospective,us,st. andrews,SC,NA,34.0486111,-81.1033333,us,st. andrews,SC,NA,34.0486111,-81.1033333,us,st. andrews,SC,NA,34.0486111,-81.1033333
United Kingdom,NA,Wigan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kate Moody,Prospective,ca,wigan,12,NA,60.65,-135,ca,wigan,12,NA,60.65,-135,ca,wigan,12,NA,60.65,-135
Uruguay,NA,Montevideo,https://www.meetup.com/rladies-montevideo/,https://twitter.com/RLadiesMVD,montevideo@rladies.org,https://www.facebook.com/RLadiesMVD/,NA,NA,NA,https://github.com/rladies/meetup-presentations_montevideo,NA,NA,"Daniela Vázquez, Natalia da Silva, María Inés Fariello, Paula Pereda",Active,bo,montevideo,03,NA,-12.95,-64.7,bo,montevideo,03,NA,-12.95,-64.7,bo,montevideo,03,NA,-12.95,-64.7
USA,Alabama,Montgomery,https://www.meetup.com/rladies-montgomery/,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rachel Ramirez,Retired on 29-09-2019,au,montgomery,07,NA,-38.033333,147.066667,au,montgomery,07,NA,-38.033333,147.066667,au,montgomery,07,NA,-38.033333,147.066667
USA,Arizona,Tucson,https://www.meetup.com/rladies-tucson-az/,https://twitter.com/RLadiesTucson,tuscon@rladies.org,NA,NA,NA,NA,NA,NA,NA,Adriana Picoral,Active,us,tucson,AZ,518907,32.2216667,-110.9258333,us,tucson,AZ,518907,32.2216667,-110.9258333,us,tucson,AZ,518907,32.2216667,-110.9258333
USA,Arkansas,Fayetteville,NA,NA,fayetteville@rladies.org,NA,NA,NA,NA,NA,NA,NA,Morgan Middlebrooks,Prospective,us,fayetteville,AL,NA,33.1455556,-86.4058333,us,fayetteville,AL,NA,33.1455556,-86.4058333,us,fayetteville,AL,NA,33.1455556,-86.4058333
USA,Arkansas,Little Rock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kristi Toblesky,Prospective,us,little rock,AL,NA,31.114444399999996,-87.38888890000001,us,little rock,AL,NA,31.114444399999996,-87.38888890000001,us,little rock,AL,NA,31.114444399999996,-87.38888890000001
USA,California,Arcata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shannon Boyle,Prospective,bo,arcata,04,NA,-17.1166667,-68,bo,arcata,04,NA,-17.1166667,-68,bo,arcata,04,NA,-17.1166667,-68
USA,California,Bakersfield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manali Gadre,Prospective,us,bakersfield,CA,291389,35.3733333,-119.01777779999999,us,bakersfield,CA,291389,35.3733333,-119.01777779999999,us,bakersfield,CA,291389,35.3733333,-119.01777779999999
USA,California,Davis,NA,NA,NA,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_newcastle,NA,NA,"Meghan Klasic, Michaela C Debolt",Prospective,co,davis,28,NA,3.842222,-75.68316,co,davis,28,NA,3.842222,-75.68316,co,davis,28,NA,3.842222,-75.68316
USA,California,Irvine,https://www.meetup.com/rladies-irvine/,https://twitter.com/RLadiesIrvine,irvine@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_irvine,http://www.rladiesirvine.org/,http://bit.ly/SoCal-RUG-Slack,"Alyssa Columbus, Linda Palmer, Madeline Bauer",Active,ca,irvine,01,NA,49.95,-110.266667,ca,irvine,01,NA,49.95,-110.266667,ca,irvine,01,NA,49.95,-110.266667
USA,California,Los Angeles,https://www.meetup.com/rladies-la/,https://twitter.com/RLadiesLA,la@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_la,NA,NA,"Katie Leap, Amanda Tilot",Active,ar,los angeles,01,NA,-34.455826,-60.177703,ar,los angeles,01,NA,-34.455826,-60.177703,ar,los angeles,01,NA,-34.455826,-60.177703
USA,California,Merced,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Andrea Sánchez-Tapia,Prospective,ar,merced,02,NA,-28.15195,-65.66029,ar,merced,02,NA,-28.15195,-65.66029,ar,merced,02,NA,-28.15195,-65.66029
USA,California,Pasadena,https://www.meetup.com/rladies-pasadena/,NA,pasadena@rladies.org,NA,NA,NA,NA,NA,NA,NA,"Gail Peretsman-Clement, Zhi Yang, Donna Wrublewski",Active,co,pasadena,33,NA,4.361389,-74.351389,co,pasadena,33,NA,4.361389,-74.351389,co,pasadena,33,NA,4.361389,-74.351389
USA,California,Riverside,https://www.meetup.com/rladies-riverside/,https://twitter.com/RLadiesRiversd,riverside@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_riverside,NA,NA,"Teresa Bohner, Marilia Gaiarsa, Daniela Cassol",Active,au,riverside,02,NA,-31.016666999999998,148.383333,au,riverside,02,NA,-31.016666999999998,148.383333,au,riverside,02,NA,-31.016666999999998,148.383333
USA,California,San Diego,https://www.meetup.com/rladies-san-diego/,https://twitter.com/RLadiesSanDiego,sandiego@rladies.org,https://www.facebook.com/groups/rladiessandiego/,NA,NA,NA,https://github.com/rladies/meetup-presentations_sandiego,NA,NA,"Juliana Capitanio, Viola Glenn, Elke Patton",Active,ar,san diego,06,NA,-28.750971000000003,-58.655829000000004,ar,san diego,06,NA,-28.750971000000003,-58.655829000000004,ar,san diego,06,NA,-28.750971000000003,-58.655829000000004
USA,California,San Francisco,https://www.meetup.com/rladies-san-francisco/,https://twitter.com/RladiesSF,sf@rladies.org,NA,NA,https://www.periscope.tv/RLadiesSF/,NA,https://github.com/rladies/meetup-presentations_sanfrancisco,NA,NA,"Gabriela de Queiroz, Erin LeDell, Ciera Martinez",Active,ar,san francisco,02,NA,-28.963096000000004,-65.42670600000001,ar,san francisco,02,NA,-28.963096000000004,-65.42670600000001,ar,san francisco,02,NA,-28.963096000000004,-65.42670600000001
USA,California,Santa Barbara,https://www.meetup.com/rladies-santa-barbara/,https://twitter.com/RLadiesSB,santabarbara@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_santabarbara,NA,NA,"Julia Stewart Lowndes, Allison Horst, Jamie Afflerbach",Active,ar,santa barbara,10,NA,-23.606607999999998,-65.030371,ar,santa barbara,10,NA,-23.606607999999998,-65.030371,ar,santa barbara,10,NA,-23.606607999999998,-65.030371
USA,California,Santa Cruz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kate Kelsey,Prospective,an,santa cruz,00,NA,12.233333300000002,-68.35,an,santa cruz,00,NA,12.233333300000002,-68.35,an,santa cruz,00,NA,12.233333300000002,-68.35
USA,Colorado,Boulder,https://www.meetup.com/rladies-boulder/,https://twitter.com/RLadiesBoulder,boulder@rladies.org,NA,NA,NA,NA,https://github.com/rladies/meetup-presentations_boulder,NA,NA,"Lisa Moller, Courtney Van Den Elzen, Leigh Alexander, Marta Jankowska",Active,au,boulder,08,NA,-30.746140000000004,121.474197,au,boulder,08,NA,-30.746140000000004,121.474197,au,boulder,08,NA,-30.746140000000004,121.474197
USA,Colorado,Denver,https://www.meetup.com/rladies-denver/,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erin Hodgess, Evangeline Reynolds, Meghan Sposato",Active,au,denver,07,NA,-37.266667,144.3,au,denver,07,NA,-37.266667,144.3,au,denver,07,NA,-37.266667,144.3
